_RAJ2000,_DEJ2000,HIP,RAhms,DEdms,Vmag,RAICRS,DEICRS,Plx,pmRA,pmDE,e_Plx,B-V,Notes,_RA.icrs,_DE.icrs
deg,deg, , , ,mag,deg,deg,mas,mas/yr,mas/yr,mas,mag, ,deg,deg
--------------,--------------,------,-----------,-----------,-----,------------,------------,-------,--------,--------,------,------,-,------------,------------
269.8061229,-36.93884389,88069,17 59 13.46,-36 56 19.7,6.92,269.8060902,-36.93881859,8.7,10.74,-10.41,1.4,0.125, ,269.8061229,-36.93884389
269.8384185,-77.82393338,88082,17 59 21.16,-77 49 26.2,6.74,269.8381671,-77.82395329,6.37,21.81,8.19,0.62,0.931, ,269.8384185,-77.82393338
269.9031804,-4.821126308,88101,17 59 36.76,-04 49 15.3,5.86,269.9031865,-4.82091169,5.9,-2.5,-88.3,0.69,1.561, ,269.9031804,-4.82112631
269.9036632,43.2353768,88103,17 59 36.88,+43 14 06.7,6.71,269.9036829,43.23519329,10.34,-5.9,75.5,0.56,1.106, ,269.9036632,43.2353768
269.9202077,-41.48705677,88109,17 59 40.85,-41 29 13.4,6.51,269.9202023,-41.48704539,0.77,1.65,-4.68,0.85,-0.088, ,269.9202077,-41.48705676
269.9481387,-23.81613352,88116,17 59 47.56,-23 48 57.6,4.74,269.9481531,-23.81601126,7.47,-5.4,-50.3,0.93,-0.03, ,269.9481387,-23.81613352
269.9841934,45.50137788,88122,17 59 56.20,+45 30 05.3,5.69,269.9841799,45.50146059,5.34,3.89,-34.03,0.5,1.562, ,269.9841934,45.50137788
270.0003384,-20.33954855,88125,18 00 00.08,-20 20 22.2,6.22,270.0003337,-20.33949167,3.8,1.83,-23.4,0.9,1.405, ,270.0003384,-20.33954854
270.0147866,80.00084124,88127,18 00 03.37,+80 00 01.9,6.11,270.0140226,80.00052413,19.64,54.58,130.47,3.8,0.521, ,270.0147866,80.00084124
270.0142337,16.75091902,88128,18 00 03.42,+16 45 03.4,4.67,270.0142528,16.75094481,4.97,-7.53,-10.61,0.82,1.254, ,270.0142337,16.75091902
270.0304878,6.553925767,88132,18 00 07.32,+06 33 14.2,6.78,270.0304836,6.55393792,6.34,1.72,-5,0.93,0.078,P,270.0304878,6.55392577
270.0384347,80.0040954,88136,18 00 09.07,+80 00 13.7,5.74,270.0377778,80.00379394,18.84,46.91,124.03,1.81,0.516, ,270.0384347,80.0040954
270.0481034,-24.28429673,88142,18 00 11.53,-24 17 03.1,6.64,270.0480359,-24.28418385,7.64,25.34,-46.44,0.87,1.082, ,270.0481035,-24.28429672
270.0526007,8.855969321,88144,18 00 12.64,+08 51 21.6,6.88,270.0526629,8.8559998,8.14,-25.31,-12.54,0.9,0.941, ,270.0526007,8.85596932
270.0653056,0.629482976,88148,18 00 15.66,+00 37 46.2,6.36,270.0652564,0.62948791,8.26,20.25,-2.03,0.92,0.16, ,270.0653056,0.62948298
270.0658276,4.368615264,88149,18 00 15.80,+04 22 07.1,4.79,270.0658232,4.36864674,4.82,1.78,-12.95,0.78,-0.1, ,270.0658276,4.36861526
270.0674169,-47.5538277,88152,18 00 16.17,-47 33 13.6,6.7,270.0673769,-47.5537736,6.43,11.12,-22.26,0.81,-0.017, ,270.0674169,-47.5538277
270.115239,19.50578559,88172,18 00 27.65,+19 30 20.8,6.42,270.1152256,19.50578365,2.01,5.2,0.8,0.77,-0.054, ,270.115239,19.50578559
270.1208773,-3.69026911,88175,18 00 28.92,-03 41 24.6,4.62,270.1205018,-3.69016112,43.11,154.17,-44.43,0.75,0.39, ,270.1208773,-3.69026911
270.1515608,33.21368189,88190,18 00 36.38,+33 12 49.5,6.01,270.1515728,33.21373928,4.37,-4.12,-23.61,0.59,1.516, ,270.1515608,33.21368189
270.1613157,2.931567611,88192,18 00 38.72,+02 55 53.7,3.93,270.1613147,2.93158759,2.3,0.41,-8.22,0.77,0.029, ,270.1613157,2.93156761
270.2202457,6.268294525,88213,18 00 52.86,+06 16 05.9,6.36,270.2202435,6.26831149,2.17,0.89,-6.98,0.87,-0.104, ,270.2202457,6.26829452
270.2386306,15.09355031,88217,18 00 57.30,+15 05 37.7,6.28,270.2387589,15.09379176,22.2,-50.98,-99.34,0.74,0.747, ,270.2386306,15.09355031
270.2706737,47.40308743,88234,18 01 04.95,+47 24 11.1,6.87,270.2706205,47.40307968,6.53,14.83,3.19,0.54,1.008, ,270.2706737,47.40308743
270.346339,-17.15686846,88258,18 01 23.12,-17 09 24.7,6.27,270.3463432,-17.15685222,1.76,-1.64,-6.68,1.09,1.763, ,270.346339,-17.15686846
270.3766986,21.59578242,88267,18 01 30.40,+21 35 44.5,4.26,270.3766789,21.59568814,6.93,7.55,38.79,1.02,0.406, ,270.3766986,21.59578242
270.3826227,-38.08222097,88270,18 01 31.82,-38 04 55.9,6.91,270.3826022,-38.08220811,5.41,6.64,-5.29,0.92,-0.036, ,270.3826227,-38.08222097
270.3924078,-85.21482799,88274,18 01 34.21,-85 12 52.1,6.45,270.3925384,-85.21447624,14.91,-4.48,-144.72,0.55,0.437, ,270.3924079,-85.21482799
270.3995981,33.31126567,88277,18 01 35.89,+33 18 40.4,6.18,270.3995341,33.31121818,3.37,22.02,19.54,0.62,1.549, ,270.3995981,33.31126567
270.4383272,1.30507628,88290,18 01 45.19,+01 18 18.4,4.42,270.4382897,1.30510936,12.31,15.43,-13.61,0.83,0.046, ,270.4383272,1.30507628
270.4512434,-36.37786379,88294,18 01 48.30,-36 22 40.1,6.3,270.4512657,-36.37780307,4.52,-7.38,-24.98,0.82,-0.016, ,270.4512434,-36.37786379
270.4765861,-22.78029782,88298,18 01 54.38,-22 46 49.0,5.72,270.4765874,-22.78029065,-0.14,-0.49,-2.95,0.83,-0.03, ,270.4765861,-22.78029782
270.5949775,-60.13730295,88328,18 02 22.79,-60 08 14.2,6.94,270.5949689,-60.13726882,1.45,1.76,-14.04,0.8,1.047, ,270.5949775,-60.13730294
270.5960355,20.83363158,88331,18 02 23.05,+20 50 01.1,5.25,270.5960404,20.83364838,3.17,-1.85,-6.91,0.71,-0.1,P,270.5960356,20.83363158
270.6188443,-3.157263254,88342,18 02 28.55,-03 09 26.4,6.75,270.6189406,-3.15732448,14.14,-39.55,25.19,0.83,0.556, ,270.6188443,-3.15726325
270.6256391,22.9232296,88346,18 02 30.16,+22 55 23.7,6.22,270.625647,22.92324285,4.83,-2.99,-5.45,0.68,-0.092, ,270.6256391,22.9232296
270.6280885,58.62726385,88349,18 02 30.76,+58 37 37.9,6.86,270.6281464,58.62720729,11.2,-12.39,23.27,0.49,0.147, ,270.6280885,58.62726385
270.644402,30.55551162,88356,18 02 34.67,+30 33 19.0,6.59,270.6444789,30.55528901,14.84,-27.25,91.59,0.6,0.45, ,270.644402,30.55551162
270.6554973,-20.73762825,88362,18 02 37.32,-20 44 15.4,6.78,270.6554978,-20.73761517,0.14,-0.17,-5.38,0.87,0.118, ,270.6554973,-20.73762825
270.6927982,-5.358085961,88374,18 02 46.27,-05 21 29.0,6.74,270.692788,-5.35804644,5.62,4.17,-16.26,0.81,0.136, ,270.6927982,-5.35808596
270.7121187,75.79019256,88379,18 02 50.94,+75 47 24.3,6.95,270.712234,75.79009298,7.43,-11.64,40.97,0.66,0.123, ,270.7121187,75.79019256
270.7129097,-24.28246777,88380,18 02 51.10,-24 16 56.7,5.37,270.7129078,-24.28242475,2.95,0.69,-17.7,0.93,0.495, ,270.7129097,-24.28246777
270.7262371,-27.82666896,88384,18 02 54.30,-27 49 36.0,6.69,270.7262358,-27.82666167,-0.29,0.48,-3,0.84,1.2, ,270.7262371,-27.82666896
270.7571292,-22.71849361,88396,18 03 01.71,-22 43 06.6,6.73,270.7571308,-22.71848644,-0.8,-0.59,-2.95,0.95,-0.056, ,270.7571292,-22.71849361
270.7704986,-8.180349263,88404,18 03 04.91,-08 10 48.9,4.77,270.7704615,-8.18025785,19.22,15.11,-37.61,0.97,0.41, ,270.7704986,-8.18034926
270.7870532,48.46426912,88415,18 03 08.87,+48 27 51.3,6.26,270.7869748,48.46423648,6.2,21.37,13.43,0.95,0.037, ,270.7870532,48.46426912
270.8106777,19.61315693,88429,18 03 14.57,+19 36 47.4,6.41,270.8106891,19.61315807,8.01,-4.4,-0.47,0.75,0.017, ,270.8106777,19.61315693
270.835724,19.55587402,88434,18 03 20.57,+19 33 21.2,6.92,270.8357189,19.55588783,1.6,1.97,-5.68,0.88,1.62, ,270.835724,19.55587402
270.8907775,-66.53838039,88454,18 03 33.76,-66 32 17.9,6.89,270.8906768,-66.5383109,4.56,16.49,-28.59,0.78,1.138, ,270.8907775,-66.53838039
270.9685203,-24.36073005,88469,18 03 52.44,-24 21 38.6,5.89,270.9685186,-24.36072589,0.66,0.64,-1.71,1.01,0.031, ,270.9685203,-24.36073005
270.972507,30.37722784,88471,18 03 53.43,+30 22 40.4,6.79,270.9726453,30.37789155,21.36,-49.1,-273.07,0.65,0.531, ,270.972507,30.37722784
270.9755619,26.65125227,88474,18 03 54.11,+26 39 05.0,6.93,270.9754756,26.65139062,16.73,31.74,-56.92,0.69,0.432, ,270.9755619,26.65125227
271.1556549,1.918991909,88522,18 04 37.36,+01 55 08.4,6.14,271.155655,1.9190071,-0.76,-0.06,-6.25,0.89,-0.056, ,271.1556549,1.91899191
271.1675367,23.94199931,88528,18 04 40.20,+23 56 31.8,6.34,271.1674934,23.94217079,16.12,16.27,-70.55,0.68,0.306,P,271.1675367,23.94199931
271.1774846,-59.20957483,88531,18 04 42.82,-59 12 34.0,6.88,271.1784269,-59.20944895,25.56,-198.46,-51.79,0.86,0.624, ,271.1774846,-59.20957483
271.1799915,40.08418253,88533,18 04 43.18,+40 05 02.8,6.52,271.1799104,40.08412485,19.93,25.53,23.73,0.51,0.509, ,271.1799915,40.08418253
271.2099153,-35.90144187,88550,18 04 50.39,-35 54 04.9,5.98,271.2099573,-35.90136032,9.18,-14,-33.55,0.78,1.16, ,271.2099153,-35.90144187
271.2515547,16.92666224,88563,18 05 00.38,+16 55 36.0,6.97,271.2515725,16.92667636,3.63,-7.01,-5.81,0.78,1.693, ,271.2515547,16.92666224
271.2533283,41.94628993,88565,18 05 00.81,+41 56 45.8,6.38,271.2533929,41.94605135,17.44,-19.75,98.16,0.56,0.287, ,271.2533284,41.94628993
271.2551051,-29.5800874,88567,18 05 01.22,-29 34 48.3,4.66,271.2550938,-29.5800762,1.57,4.03,-4.61,0.93,0.774, ,271.2551051,-29.5800874
271.2939616,-24.39856972,88581,18 05 10.55,-24 23 54.8,6.86,271.293956,-24.39856335,2.27,2.11,-2.62,1.13,0.079, ,271.2939616,-24.39856972
271.2966178,66.94553663,88583,18 05 11.16,+66 56 43.8,6.86,271.2965197,66.9455097,4.51,15.82,11.08,0.49,0.709, ,271.2966179,66.94553663
271.3618978,-81.48656831,88599,18 05 26.74,-81 29 11.2,6.37,271.3614307,-81.48644851,3.53,28.45,-49.29,0.62,1.528, ,271.3618978,-81.48656831
271.3636899,2.500099481,88601,18 05 27.21,+02 30 08.8,4.03,271.3633868,2.50243928,196.62,124.56,-962.66,1.38,0.86,W,271.3636899,2.50009948
271.3755705,21.64662392,88604,18 05 30.13,+21 38 47.8,6.18,271.3755393,21.64661981,7.9,11.94,1.69,0.72,1.241, ,271.3755705,21.64662392
271.3781597,51.94708221,88606,18 05 30.74,+51 56 49.0,6.84,271.3780871,51.94693791,5.75,18.43,59.37,0.55,1.165, ,271.3781597,51.94708221
271.3871173,-37.47184011,88614,18 05 32.93,-37 28 18.4,6.84,271.3872014,-37.47176457,6.19,-27.46,-31.08,0.9,1.027, ,271.3871173,-37.47184011
271.4060683,4.657172705,88622,18 05 37.47,+04 39 28.6,6.8,271.406143,4.65795549,41,-30.66,-322.06,0.88,0.61, ,271.4060683,4.65717271
271.4304144,12.00384905,88627,18 05 43.30,+12 00 13.9,6.51,271.4304206,12.00385593,7.69,-2.48,-2.83,1.24,0.276, ,271.4304145,12.00384905
271.4520287,-30.42409129,88635,18 05 48.52,-30 25 25.1,2.98,271.4521859,-30.42365007,33.94,-55.75,-181.53,0.87,0.981, ,271.4520287,-30.42409129
271.4567131,32.23067361,88636,18 05 49.60,+32 13 50.6,5.72,271.4566582,32.23072212,4.69,19.1,-19.96,0.62,1.179, ,271.4567131,32.23067361
271.4997223,57.35935874,88654,18 05 59.93,+57 21 33.2,6.97,271.4996988,57.35921468,4.59,5.22,59.27,0.55,1.285, ,271.4997223,57.35935874
271.507918,22.21887928,88657,18 06 01.91,+22 13 08.0,4.96,271.507953,22.21889206,5.3,-13.33,-5.26,0.65,1.656, ,271.507918,22.21887928
271.5308314,-8.323955669,88670,18 06 07.40,-08 19 26.1,5.84,271.5308374,-8.32391503,5.72,-2.45,-16.72,1.21,0.184, ,271.5308314,-8.32395567
271.53095,-0.446128404,88671,18 06 07.44,-00 26 46.0,6.32,271.5310022,-0.4460979,6.43,-21.49,-12.55,0.85,1.014, ,271.53095,-0.4461284
271.5384004,-51.74390516,88675,18 06 09.21,-51 44 38.0,6.46,271.5383878,-51.74388948,2.14,3.21,-6.45,0.78,0.172, ,271.5384004,-51.74390516
271.5633212,-4.751251873,88684,18 06 15.11,-04 45 04.2,5.74,271.5629734,-4.75117796,28.61,142.64,-30.41,0.83,0.968, ,271.5633212,-4.75125187
271.5710091,24.41370871,88686,18 06 17.05,+24 24 49.4,6.77,271.5710304,24.41371432,3.5,-7.96,-2.31,0.76,1.421, ,271.5710091,24.41370871
271.5988303,-36.01978856,88694,18 06 23.64,-36 01 11.3,5.94,271.5985134,-36.01980798,57.58,105.44,7.99,0.77,0.615, ,271.5988303,-36.01978856
271.6230743,-58.57094009,88702,18 06 29.54,-58 34 15.3,6.82,271.6230687,-58.57092582,1.59,1.21,-5.87,0.79,-0.094, ,271.6230743,-58.57094009
271.6577964,-50.09147713,88714,18 06 37.88,-50 05 29.2,3.65,271.6578283,-50.09145462,3.22,-8.43,-9.26,0.71,-0.101, ,271.6577964,-50.09147713
271.6690059,64.22142909,88716,18 06 40.60,+64 13 17.1,6.67,271.6691823,64.22142272,5.83,-31.56,2.62,0.54,0.93, ,271.6690059,64.22142909
271.707884,-43.42521622,88726,18 06 49.88,-43 25 29.9,4.92,271.7078522,-43.42496169,22.79,9.49,-104.72,1.12,0.255, ,271.707884,-43.42521622
271.711569,8.87593918,88728,18 06 50.75,+08 52 34.7,6.96,271.7114738,8.87630459,25.47,38.71,-150.34,1.18,0.51, ,271.7115691,8.87593918
271.7228211,50.82282283,88732,18 06 53.47,+50 49 21.4,6.31,271.7228029,50.82259866,8.45,4.73,92.23,0.6,1.051, ,271.7228211,50.82282283
271.7564134,30.56213958,88745,18 07 01.61,+30 33 42.7,5.05,271.7566983,30.56186809,63.88,-100.93,111.7,0.55,0.528, ,271.7564134,30.56213958
271.7762287,49.71044096,88754,18 07 06.29,+49 42 37.4,6.32,271.7762264,49.71039279,4.52,0.6,19.82,0.63,-0.02, ,271.7762287,49.71044096
271.7973044,-21.44393769,88760,18 07 11.35,-21 26 38.2,6.22,271.7973051,-21.44393246,0.77,-0.26,-2.15,0.8,0.102, ,271.7973044,-21.44393769
271.8265005,8.73386711,88765,18 07 18.35,+08 44 01.7,4.64,271.8264764,8.73379361,13.71,9.79,30.24,0.82,0.951, ,271.8265005,8.73386711
271.8374319,2.481668741,88770,18 07 20.99,+02 28 53.7,6.51,271.8374379,2.48159614,4.07,-2.45,29.87,0.89,1.481, ,271.8374319,2.48166874
271.8374343,9.56384719,88771,18 07 21.02,+09 33 49.2,3.71,271.8375861,9.56365345,39.4,-61.6,79.71,0.83,0.159, ,271.8374343,9.56384719
271.8382891,15.9165021,88772,18 07 21.19,+15 55 00.6,6.68,271.838308,15.91684491,7.18,-7.45,-141.04,0.81,1.128, ,271.8382891,15.9165021
271.8697498,43.4618915,88788,18 07 28.74,+43 27 43.3,5,271.8697433,43.46203247,8.98,1.94,-58,0.5,0.913, ,271.8697498,43.4618915
271.8856278,28.7624885,88794,18 07 32.55,+28 45 44.9,3.84,271.8856282,28.76247025,9.39,-0.17,7.51,0.57,-0.018, ,271.8856278,28.7624885
271.9482441,9.84893309,88812,18 07 47.58,+09 50 56.1,6.66,271.9482439,9.84892067,3.96,0.07,5.11,0.92,-0.008, ,271.9482441,9.84893309
271.9514715,13.07111166,88814,18 07 48.35,+13 04 15.9,6.61,271.9514561,13.0710909,5.01,6.18,8.54,0.82,0.053, ,271.9514715,13.07111166
271.9515136,-64.55017695,88815,18 07 48.37,-64 33 00.1,6.4,271.9515607,-64.55003748,6.09,-8.33,-57.38,0.75,1.266, ,271.9515136,-64.55017695
271.9514192,-17.15415938,88816,18 07 48.40,-17 09 15.5,5.52,271.9516824,-17.15430069,13.08,-103.48,58.14,0.89,1.132, ,271.9514192,-17.15415938
271.9562598,26.09733957,88817,18 07 49.51,+26 05 50.2,5.79,271.9562881,26.09726716,19.65,-10.47,29.79,4.61,0.127, ,271.9562598,26.09733957
271.9565051,26.10128037,88818,18 07 49.56,+26 06 04.4,5.83,271.9565103,26.10122114,14.27,-1.92,24.37,2.66,0.158, ,271.9565051,26.10128037
272.0093267,36.40126403,88836,18 08 02.31,+36 24 06.2,5.49,272.0096136,36.40171633,15.66,-95,-186.09,0.54,1.161, ,272.0093267,36.40126403
272.0207476,-28.45709305,88839,18 08 04.96,-28 27 25.3,4.55,272.0206792,-28.45701627,9.38,24.77,-31.59,0.77,0.938, ,272.0207477,-28.45709305
272.0301857,2.218652863,88841,18 08 07.24,+02 13 07.2,6.61,272.0301597,2.2186708,7.24,10.68,-7.38,0.8,0.178, ,272.0301857,2.21865286
272.090891,44.11257998,88852,18 08 21.80,+44 06 45.1,6.84,272.0908186,44.11251946,10.33,21.38,24.9,0.54,0.44, ,272.090891,44.11257998
272.1254509,-45.76701508,88859,18 08 30.11,-45 46 01.1,6.13,272.1254598,-45.76697281,4,-2.56,-17.39,1.01,-0.082, ,272.1254509,-45.76701508
272.1405659,14.2847162,88862,18 08 33.74,+14 17 05.0,6.34,272.1405805,14.28471737,6.13,-5.81,-0.48,0.76,0.181, ,272.1405659,14.2847162
272.1450575,-63.66855312,88866,18 08 34.79,-63 40 05.0,4.33,272.1449619,-63.66804844,23.55,17.45,-207.64,0.71,0.228, ,272.1450575,-63.66855312
272.1607753,-21.4495622,88876,18 08 38.59,-21 26 58.4,6.42,272.1607778,-21.44955654,1.08,-0.95,-2.33,0.99,0.755,P,272.1607753,-21.4495622
272.1635272,-2.907424053,88878,18 08 39.24,-02 54 26.8,6.75,272.1634895,-2.90743307,3.75,15.51,3.71,0.84,1.001, ,272.1635272,-2.90742405
272.1895456,20.81455696,88886,18 08 45.49,+20 48 52.5,4.37,272.1895526,20.81457203,2.14,-2.71,-6.2,0.63,-0.164, ,272.1895456,20.81455696
272.2185273,1.995618566,88898,18 08 52.45,+01 59 43.9,6.99,272.2185391,1.995536,10.75,-4.86,33.97,0.8,0.446, ,272.2185273,1.99561857
272.2202649,20.04523266,88899,18 08 52.86,+20 02 43.0,5.1,272.220243,20.04528382,10.16,8.45,-21.05,0.74,0.176, ,272.2202649,20.04523266
272.2206714,24.96662398,88900,18 08 52.96,+24 57 59.9,6.72,272.2206845,24.96664299,5.99,-4.9,-7.82,0.67,0.073, ,272.2206714,24.96662398
272.2251872,-25.47305775,88905,18 08 54.04,-25 28 22.9,6.76,272.225185,-25.47303602,1.03,0.84,-8.94,2.13,-0.009, ,272.2251872,-25.47305775
272.2271474,-29.99293824,88907,18 08 54.51,-29 59 34.6,6.97,272.2271392,-29.99293829,2.44,2.92,0.02,0.95,1.127, ,272.2271474,-29.99293824
272.2926323,30.46953083,88929,18 09 10.18,+30 28 09.1,6.36,272.292425,30.46919267,7.41,73.52,139.13,0.62,1.194, ,272.2926323,30.46953083
272.3390879,29.95171133,88945,18 09 21.33,+29 57 05.6,6.84,272.3388884,29.95156418,39.62,71.12,60.54,0.68,0.633, ,272.339088,29.95171133
272.3437536,-36.67253285,88947,18 09 22.50,-36 40 21.1,6.53,272.3437588,-36.67251846,0,-1.73,-5.92,0.85,-0.059, ,272.3437536,-36.67253285
272.3912223,3.993275675,88964,18 09 33.86,+03 59 35.8,5.71,272.3911003,3.99328654,19.62,50.07,-4.47,1.22,0.363, ,272.3912223,3.99327568
272.4059019,38.45777703,88972,18 09 37.65,+38 27 32.1,6.38,272.4068833,38.45891534,90.11,-316.17,-468.33,0.54,0.876, ,272.4059019,38.45777703
272.4307496,-13.93443533,88981,18 09 43.37,-13 56 03.9,6.38,272.430713,-13.93442721,4.87,14.61,-3.34,0.83,1.428, ,272.4307496,-13.93443533
272.4750563,3.119826532,89000,18 09 54.01,+03 07 13.1,5.67,272.475023,3.12029682,21.3,13.68,-193.49,0.73,0.49, ,272.4750563,3.11982653
272.4898422,-59.04018206,89006,18 09 57.59,-59 02 24.6,6.38,272.489963,-59.0401754,5.08,-25.57,-2.74,0.74,1.553, ,272.4898422,-59.04018206
272.4958159,36.46628393,89008,18 09 58.99,+36 27 58.5,5.57,272.4957762,36.46625671,7.52,13.14,11.2,0.57,0.915, ,272.4958159,36.46628393
272.4998463,-32.7196355,89010,18 09 59.96,-32 43 09.4,6.39,272.4998427,-32.71927087,8.94,1.25,-150.02,1.06,1.025, ,272.4998463,-32.7196355
272.5242249,-30.72866608,89020,18 10 05.81,-30 43 43.0,5.53,272.5241893,-30.72859747,9.05,12.57,-28.23,1.12,0.979, ,272.5242249,-30.72866608
272.5363651,16.47658958,89023,18 10 08.73,+16 28 35.8,6.09,272.5363693,16.47661734,2.17,-1.65,-11.42,1.73,0.574, ,272.5363651,16.47658958
272.6090127,-62.00219747,89042,18 10 26.26,-62 00 10.0,5.47,272.6094145,-62.00276787,56.32,-77.6,234.68,0.68,0.592, ,272.6090128,-62.00219747
272.6318345,54.28655223,89047,18 10 31.53,+54 17 09.4,5.97,272.6313842,54.2859522,20,108.16,246.87,0.51,0.943, ,272.6318345,54.28655223
272.6679159,3.324255571,89065,18 10 40.29,+03 19 27.4,5.5,272.6678699,3.32426855,7.91,18.87,-5.34,0.74,1.204, ,272.6679159,3.32425557
272.7083668,44.59829288,89082,18 10 50.01,+44 35 54.0,6.82,272.7083589,44.59833352,2.82,2.29,-16.72,0.55,0.991, ,272.7083668,44.59829288
272.7306132,-33.80006993,89086,18 10 55.35,-33 48 00.2,6.13,272.7306099,-33.80006816,-0.31,1.13,-0.73,0.88,-0.137, ,272.7306132,-33.80006993
272.7683536,-47.51312078,89096,18 11 04.41,-47 30 47.0,6.07,272.7683641,-47.51304791,6.65,-2.92,-29.98,0.79,1.193, ,272.7683536,-47.51312078
272.7717603,-25.76230742,89097,18 11 05.22,-25 45 44.4,6.67,272.7717541,-25.76233462,4.52,2.29,11.19,1.06,1.422, ,272.7717603,-25.76230742
272.7731727,-41.35911328,89099,18 11 05.54,-41 21 32.5,5.86,272.7730676,-41.35902019,12.13,32.46,-38.3,0.83,0.295, ,272.7731727,-41.35911328
272.7798094,60.40953215,89104,18 11 07.16,+60 24 34.3,6.5,272.7798407,60.40952138,7.11,-6.36,4.43,0.5,-0.002, ,272.7798094,60.40953215
272.807344,-45.9544176,89112,18 11 13.78,-45 57 15.6,4.52,272.8074009,-45.95432704,7.98,-16.28,-37.26,0.76,1.009, ,272.807344,-45.9544176
272.811603,-19.8419576,89114,18 11 14.79,-19 50 30.8,6.33,272.8116127,-19.84188262,8.94,-3.75,-30.85,2.79,0.158, ,272.811603,-19.8419576
272.815841,-75.89150994,89115,18 11 15.76,-75 53 26.9,5.86,272.8156744,-75.89079431,12.88,16.71,-294.43,0.58,1.253, ,272.815841,-75.89150994
272.8622382,-5.205002181,89133,18 11 26.94,-05 12 18.0,6.74,272.8622325,-5.20499574,5.96,2.36,-2.65,0.84,0.062, ,272.8622383,-5.20500218
272.8832491,25.56119309,89139,18 11 31.98,+25 33 40.2,6.78,272.8832658,25.56115712,7.31,-6.2,14.8,0.69,1.11, ,272.8832491,25.56119309
272.8965016,48.28950718,89143,18 11 35.17,+48 17 22.7,6.65,272.8965514,48.28964011,7.47,-13.64,-54.69,0.52,1.074, ,272.8965016,48.28950718
272.9299715,-55.36170745,89152,18 11 43.20,-55 21 41.9,6.78,272.9300015,-55.36165011,5.31,-7.02,-23.59,1.03,1.674, ,272.9299715,-55.36170745
272.930554,-23.70123522,89153,18 11 43.33,-23 42 04.2,4.96,272.9305333,-23.70116777,13.35,7.82,-27.75,0.81,1.055, ,272.930554,-23.70123522
272.9380044,33.44705699,89156,18 11 45.11,+33 26 49.3,5.98,272.937965,33.44702748,4.27,13.52,12.14,0.66,0.045, ,272.9380044,33.44705699
272.9756541,31.40534967,89172,18 11 54.17,+31 24 19.0,4.96,272.9756952,31.4052884,5.42,-14.46,25.21,0.54,1.643, ,272.9756541,31.40534967
272.9923456,-28.90153481,89178,18 11 58.15,-28 54 05.5,6.51,272.9922945,-28.90151763,7.54,18.42,-7.07,0.78,-0.016,P,272.9923456,-28.90153481
273.0461128,33.29170443,89198,18 12 11.07,+33 17 30.2,6.94,273.0461084,33.2917246,2,1.53,-8.3,0.63,1.578, ,273.0461128,33.29170443
273.1341754,24.45166281,89230,18 12 32.19,+24 27 05.9,6.98,273.1341378,24.45164293,4.35,14.06,8.18,0.72,1.117, ,273.1341754,24.45166281
273.1418835,-73.67241705,89234,18 12 34.17,-73 40 18.4,5.86,273.1423576,-73.67177867,24.48,-54.84,-262.65,0.69,0.464, ,273.1418835,-73.67241705
273.168154,2.812807641,89242,18 12 40.36,+02 48 46.1,6.68,273.1681459,2.81281221,1.61,3.36,-1.88,0.78,0.072, ,273.168154,2.81280764
273.1775626,41.14683977,89246,18 12 42.62,+41 08 49.0,6.36,273.1775952,41.14694669,6.85,-10.1,-43.99,0.55,1.038, ,273.1775626,41.14683977
273.216818,22.82503491,89255,18 12 52.03,+22 49 30.4,6.97,273.2167969,22.82511172,3.69,7.99,-31.6,0.83,1.686, ,273.216818,22.82503491
273.2343527,-50.55883445,89264,18 12 56.25,-50 33 31.1,6.51,273.2343591,-50.55864163,14.38,-1.68,-79.33,0.99,0.351, ,273.2343527,-50.55883445
273.2659662,2.980601535,89277,18 13 03.84,+02 58 50.2,6.82,273.2659867,2.98061833,8.52,-8.39,-6.91,0.77,0.123, ,273.2659662,2.98060153
273.2700783,38.77349296,89279,18 13 04.82,+38 46 24.5,6.04,273.2700991,38.77347463,5.06,-6.68,7.54,0.5,-0.057, ,273.2700783,38.77349296
273.2916682,-4.011607967,89288,18 13 09.99,-04 00 42.0,6.59,273.2916284,-4.01166263,10.43,16.34,22.49,0.82,0.276, ,273.2916682,-4.01160797
273.3029046,-41.33611092,89290,18 13 12.70,-41 20 09.9,5.47,273.3029153,-41.33609648,1.97,-3.29,-5.94,0.84,-0.155, ,273.3029046,-41.33611092
273.3152441,16.27317246,89294,18 13 15.67,+16 16 23.8,6.77,273.3153079,16.27327829,16.7,-25.18,-43.54,0.81,0.545, ,273.3152441,16.27317246
273.3190272,21.88033217,89298,18 13 16.53,+21 52 48.8,6.14,273.3188664,21.88020909,0.63,61.39,50.64,1.09,1.472, ,273.3190272,21.88033217
273.3547198,11.88427715,89309,18 13 25.14,+11 53 03.4,6.88,273.354749,11.88428938,5.37,-11.78,-5.03,0.99,0.028, ,273.3547198,11.88427715
273.4055546,-31.96733449,89330,18 13 37.34,-31 58 02.3,6.79,273.4055631,-31.96731517,3.2,-2.95,-7.95,0.9,-0.043, ,273.4055546,-31.96733449
273.4408741,-21.05883369,89341,18 13 45.81,-21 03 31.8,3.84,273.4408696,-21.05883031,0.11,1.72,-1.39,0.98,0.195, ,273.4408741,-21.05883369
